"pollinator","full_visits","serp_visits","nonserp_visits","full_degree","serp_degree","nonserp_degree","full_specialization","serp_specialization","nonserp_specialization","network_name"
"Melissodes_lupina",20,20,0,3,3,0,"generalist","generalist","generalist","Randy_2023_summer"
"Melissodes_robustior",7,7,0,1,1,0,"specialist","specialist","generalist","Randy_2023_summer"
"Nemognatha_scutellaris",8,8,0,1,1,0,"specialist","specialist","generalist","Randy_2023_summer"
"Polistes_aurifer",2,2,0,1,1,0,"specialist","specialist","generalist","Randy_2023_summer"
"Pterophoridae",1,1,0,1,1,0,"specialist","specialist","generalist","Randy_2023_summer"
"Sphex_ichneumoneus",2,2,0,1,1,0,"specialist","specialist","generalist","Randy_2023_summer"
"Strymon_melinus",2,2,0,1,1,0,"specialist","specialist","generalist","Randy_2023_summer"
"Villa_sp.",1,1,0,1,1,0,"specialist","specialist","generalist","Randy_2023_summer"
"Anthophora_californica",3,2,1,2,1,1,"generalist","specialist","specialist","Reservoir_2022_spring"
"Apis_mellifera",25,1,24,2,1,1,"generalist","specialist","specialist","Reservoir_2022_spring"
"Bombus_vosnesenskii",1,1,0,1,1,0,"specialist","specialist","generalist","Reservoir_2022_spring"
"Diabrotica_undecimpunctata",2,2,0,1,1,0,"specialist","specialist","generalist","Reservoir_2022_spring"
"Junonia_grisea",4,4,0,2,2,0,"generalist","generalist","generalist","Reservoir_2022_spring"
"Osmia_cara",3,0,3,1,0,1,"specialist","generalist","specialist","Reservoir_2022_spring"
"Scaeva_affinis",7,0,7,1,0,1,"specialist","generalist","specialist","Reservoir_2022_spring"
"Anthophora_californica",12,2,10,2,1,1,"generalist","specialist","specialist","Rock_2022_spring"
"Apis_mellifera",97,77,20,2,1,1,"generalist","specialist","specialist","Rock_2022_spring"
"BF1_Diptera",2,2,0,1,1,0,"specialist","specialist","generalist","Rock_2022_spring"
"Bombus_californicus",2,1,1,2,1,1,"generalist","specialist","specialist","Rock_2022_spring"
"Bombus_crotchii",1,1,0,1,1,0,"specialist","specialist","generalist","Rock_2022_spring"
"Bombus_melanopygus",2,2,0,1,1,0,"specialist","specialist","generalist","Rock_2022_spring"
"Bombus_vosnesenskii",10,9,1,3,2,1,"generalist","generalist","specialist","Rock_2022_spring"
"Bombylius_major",1,0,1,1,0,1,"specialist","generalist","specialist","Rock_2022_spring"
"Brachysomida_californica",2,2,0,1,1,0,"specialist","specialist","generalist","Rock_2022_spring"
"Elateridae",1,1,0,1,1,0,"specialist","specialist","generalist","Rock_2022_spring"
"Eucera_actuosa",9,6,3,4,3,1,"generalist","generalist","specialist","Rock_2022_spring"
"Eucera_frater_albopilosa",4,3,1,4,3,1,"generalist","generalist","specialist","Rock_2022_spring"
"Hippodamia_convergens",1,1,0,1,1,0,"specialist","specialist","generalist","Rock_2022_spring"
"Junonia_grisea",3,3,0,2,2,0,"generalist","generalist","generalist","Rock_2022_spring"
"Listrus_sp._1",1,1,0,1,1,0,"specialist","specialist","generalist","Rock_2022_spring"
"Muscidae",1,1,0,1,1,0,"specialist","specialist","generalist","Rock_2022_spring"
"orange_beetle_Coleoptera",1,1,0,1,1,0,"specialist","specialist","generalist","Rock_2022_spring"
"Osmia_cara",10,7,3,4,3,1,"generalist","generalist","specialist","Rock_2022_spring"
"Polistes_aurifer",2,1,1,2,1,1,"generalist","specialist","specialist","Rock_2022_spring"
"Trichodes_ornatus",1,1,0,1,1,0,"specialist","specialist","generalist","Rock_2022_spring"
"Anthophora_californica",4,0,4,1,0,1,"specialist","generalist","specialist","Rock_2023_spring"
"Apis_mellifera",35,3,32,2,1,1,"generalist","specialist","specialist","Rock_2023_spring"
"Bombus_melanopygus",1,0,1,1,0,1,"specialist","generalist","specialist","Rock_2023_spring"
"Bombus_vosnesenskii",1,0,1,1,0,1,"specialist","generalist","specialist","Rock_2023_spring"
"Coenonympha_californica",1,0,1,1,0,1,"specialist","generalist","specialist","Rock_2023_spring"
"Elateridae",2,2,0,2,2,0,"generalist","generalist","generalist","Rock_2023_spring"
"Eucera_actuosa",1,0,1,1,0,1,"specialist","generalist","specialist","Rock_2023_spring"
"Glaucophysche_lygdamus",3,1,2,2,1,1,"generalist","specialist","specialist","Rock_2023_spring"
"Habropoda_sp.",2,0,2,1,0,1,"specialist","generalist","specialist","Rock_2023_spring"
"Hoplitus_hypocrita",1,0,1,1,0,1,"specialist","generalist","specialist","Rock_2023_spring"
"Listrus_sp._1",11,9,2,7,5,2,"generalist","generalist","generalist","Rock_2023_spring"
"Osmia_atrocyanea",1,0,1,1,0,1,"specialist","generalist","specialist","Rock_2023_spring"
"Osmia_sanctaerosae",8,1,7,2,1,1,"generalist","specialist","specialist","Rock_2023_spring"
"Osmia_sp.",1,0,1,1,0,1,"specialist","generalist","specialist","Rock_2023_spring"
"Panurginus_sp.",1,0,1,1,0,1,"specialist","generalist","specialist","Rock_2023_spring"
"Xylocopa_sp.",1,0,1,1,0,1,"specialist","generalist","specialist","Rock_2023_spring"
"Acmaeodera_sp.",14,14,0,4,4,0,"generalist","generalist","generalist","Rock_2024_spring"
"Andrena_pensilis",1,1,0,1,1,0,"specialist","specialist","generalist","Rock_2024_spring"
"Andrena_sp.",1,1,0,1,1,0,"specialist","specialist","generalist","Rock_2024_spring"
"Andrena_subchalybea",2,2,0,1,1,0,"specialist","specialist","generalist","Rock_2024_spring"
"Anthrenus_sp.",1,1,0,1,1,0,"specialist","specialist","generalist","Rock_2024_spring"
"Apis_mellifera",9,0,9,1,0,1,"specialist","generalist","specialist","Rock_2024_spring"
"BF1_Diptera",2,2,0,2,2,0,"generalist","generalist","generalist","Rock_2024_spring"
"Bombus_californicus",2,1,1,2,1,1,"generalist","specialist","specialist","Rock_2024_spring"
"Bombus_melanopygus",9,0,9,1,0,1,"specialist","generalist","specialist","Rock_2024_spring"
"Bombus_vosnesenskii",2,1,1,2,1,1,"generalist","specialist","specialist","Rock_2024_spring"
"Coenonympha_californica",3,3,0,2,2,0,"generalist","generalist","generalist","Rock_2024_spring"
"Diabrotica_undecimpunctata",4,4,0,1,1,0,"specialist","specialist","generalist","Rock_2024_spring"
"Eucera_actuosa",11,0,11,1,0,1,"specialist","generalist","specialist","Rock_2024_spring"
"Euphydryas_chalcedona",1,1,0,1,1,0,"specialist","specialist","generalist","Rock_2024_spring"
"Glaucophysche_lygdamus",3,0,3,1,0,1,"specialist","generalist","specialist","Rock_2024_spring"
"Listrus_sp._1",42,42,0,4,4,0,"generalist","generalist","generalist","Rock_2024_spring"
"Listrus_sp._2",1,1,0,1,1,0,"specialist","specialist","generalist","Rock_2024_spring"
"Malachius_sp.",15,15,0,3,3,0,"generalist","generalist","generalist","Rock_2024_spring"
"Muscidae",2,2,0,2,2,0,"generalist","generalist","generalist","Rock_2024_spring"
"Nomada_hesperia",1,1,0,1,1,0,"specialist","specialist","generalist","Rock_2024_spring"
"Osmia_cara",6,2,4,2,1,1,"generalist","specialist","specialist","Rock_2024_spring"
"Osmia_nemoris",1,0,1,1,0,1,"specialist","generalist","specialist","Rock_2024_spring"
"Tachnidae",2,2,0,1,1,0,"specialist","specialist","generalist","Rock_2024_spring"
"Adela_eldorada",1,1,0,1,1,0,"specialist","specialist","generalist","South_Goatgrass_2024_spring"
"Adela_trigrapha",1,1,0,1,1,0,"specialist","specialist","generalist","South_Goatgrass_2024_spring"
"Andrena_dissona",1,1,0,1,1,0,"specialist","specialist","generalist","South_Goatgrass_2024_spring"
"Andrena_pensilis",3,3,0,1,1,0,"specialist","specialist","generalist","South_Goatgrass_2024_spring"
"Andrena_sp.",3,3,0,2,2,0,"generalist","generalist","generalist","South_Goatgrass_2024_spring"
"Andrena_subchalybea",3,3,0,1,1,0,"specialist","specialist","generalist","South_Goatgrass_2024_spring"
"Anthophora_crotchii",2,0,2,1,0,1,"specialist","generalist","specialist","South_Goatgrass_2024_spring"
"Anthrenus_sp.",1,1,0,1,1,0,"specialist","specialist","generalist","South_Goatgrass_2024_spring"
"Apis_mellifera",53,2,51,3,2,1,"generalist","generalist","specialist","South_Goatgrass_2024_spring"
"BF1_Diptera",89,89,0,2,2,0,"generalist","generalist","generalist","South_Goatgrass_2024_spring"
"Bombus_melanopygus",152,5,147,4,3,1,"generalist","generalist","specialist","South_Goatgrass_2024_spring"
"Bombus_vosnesenskii",18,1,17,2,1,1,"generalist","specialist","specialist","South_Goatgrass_2024_spring"
"Bombylius_major",16,16,0,2,2,0,"generalist","generalist","generalist","South_Goatgrass_2024_spring"
"Coenonympha_californica",3,3,0,1,1,0,"specialist","specialist","generalist","South_Goatgrass_2024_spring"
"Cyrtopogon_sp.",1,1,0,1,1,0,"specialist","specialist","generalist","South_Goatgrass_2024_spring"
"Eucera_actuosa",21,1,20,2,1,1,"generalist","specialist","specialist","South_Goatgrass_2024_spring"
"Eucera_frater_albopilosa",6,0,6,1,0,1,"specialist","generalist","specialist","South_Goatgrass_2024_spring"
"Glaucophysche_lygdamus",2,1,1,2,1,1,"generalist","specialist","specialist","South_Goatgrass_2024_spring"
"Helithodes_dimutiva",1,1,0,1,1,0,"specialist","specialist","generalist","South_Goatgrass_2024_spring"
"Icaricia_acmon",2,2,0,2,2,0,"generalist","generalist","generalist","South_Goatgrass_2024_spring"
"Listrus_sp._1",35,35,0,2,2,0,"generalist","generalist","generalist","South_Goatgrass_2024_spring"
"Muscidae",1,1,0,1,1,0,"specialist","specialist","generalist","South_Goatgrass_2024_spring"
"Osmia_cara",4,2,2,2,1,1,"generalist","specialist","specialist","South_Goatgrass_2024_spring"
"Osmia_nemoris",3,0,3,1,0,1,"specialist","generalist","specialist","South_Goatgrass_2024_spring"
"Osmia_sp.",1,0,1,1,0,1,"specialist","generalist","specialist","South_Goatgrass_2024_spring"
"Panurginus_sp.",3,3,0,2,2,0,"generalist","generalist","generalist","South_Goatgrass_2024_spring"
"Polistes_aurifer",1,0,1,1,0,1,"specialist","generalist","specialist","South_Goatgrass_2024_spring"
"red_Pterophoridae",1,1,0,1,1,0,"specialist","specialist","generalist","South_Goatgrass_2024_spring"
"Scaeva_affinis",1,0,1,1,0,1,"specialist","generalist","specialist","South_Goatgrass_2024_spring"
"Sphaerophoria_sp.",1,1,0,1,1,0,"specialist","specialist","generalist","South_Goatgrass_2024_spring"
"Tachnidae",1,1,0,1,1,0,"specialist","specialist","generalist","South_Goatgrass_2024_spring"
"Xylocopa_tabaniformis",2,0,2,1,0,1,"specialist","generalist","specialist","South_Goatgrass_2024_spring"
"Anthophora_californica",2,2,0,1,1,0,"specialist","specialist","generalist","Tac_Shack_2022_spring"
"Anthrenus_sp.",1,1,0,1,1,0,"specialist","specialist","generalist","Tac_Shack_2022_spring"
"Apis_mellifera",90,8,82,3,2,1,"generalist","generalist","specialist","Tac_Shack_2022_spring"
"Bombus_crotchii",3,3,0,2,2,0,"generalist","generalist","generalist","Tac_Shack_2022_spring"
"Bombus_melanopygus",1,0,1,1,0,1,"specialist","generalist","specialist","Tac_Shack_2022_spring"
"Bombus_vosnesenskii",20,19,1,4,3,1,"generalist","generalist","specialist","Tac_Shack_2022_spring"
"Elateridae",1,1,0,1,1,0,"specialist","specialist","generalist","Tac_Shack_2022_spring"
"Eucera_actuosa",5,5,0,2,2,0,"generalist","generalist","generalist","Tac_Shack_2022_spring"
"Hippodamia_convergens",2,2,0,1,1,0,"specialist","specialist","generalist","Tac_Shack_2022_spring"
"Muscidae",1,0,1,1,0,1,"specialist","generalist","specialist","Tac_Shack_2022_spring"
"Prosperpinus_clarkiae",1,1,0,1,1,0,"specialist","specialist","generalist","Tac_Shack_2022_spring"
"Scaeva_affinis",41,33,8,2,1,1,"generalist","specialist","specialist","Tac_Shack_2022_spring"
"Adela_eldorada",6,6,0,1,1,0,"specialist","specialist","generalist","Upper_Grid_1_2023_spring"
"Adela_trigrapha",1,1,0,1,1,0,"specialist","specialist","generalist","Upper_Grid_1_2023_spring"
"Andrena_pensilis",1,1,0,1,1,0,"specialist","specialist","generalist","Upper_Grid_1_2023_spring"
"Andrena_plana",2,2,0,2,2,0,"generalist","generalist","generalist","Upper_Grid_1_2023_spring"
"Andrena_sp.",5,5,0,2,2,0,"generalist","generalist","generalist","Upper_Grid_1_2023_spring"
"Apis_mellifera",5,2,3,2,1,1,"generalist","specialist","specialist","Upper_Grid_1_2023_spring"
"BF1_Diptera",1,1,0,1,1,0,"specialist","specialist","generalist","Upper_Grid_1_2023_spring"
"Bombus_melanopygus",1,1,0,1,1,0,"specialist","specialist","generalist","Upper_Grid_1_2023_spring"
"Bombylius_major",4,4,0,2,2,0,"generalist","generalist","generalist","Upper_Grid_1_2023_spring"
"Coenonympha_californica",2,2,0,1,1,0,"specialist","specialist","generalist","Upper_Grid_1_2023_spring"
"Duforea sp.",1,1,0,1,1,0,"specialist","specialist","generalist","Upper_Grid_1_2023_spring"
"Elateridae",12,12,0,2,2,0,"generalist","generalist","generalist","Upper_Grid_1_2023_spring"
"Eucera_actuosa",10,9,1,5,4,1,"generalist","generalist","specialist","Upper_Grid_1_2023_spring"
"Eucera_frater_albopilosa",1,0,1,1,0,1,"specialist","generalist","specialist","Upper_Grid_1_2023_spring"
"Halictus_tripartitus",2,2,0,2,2,0,"generalist","generalist","generalist","Upper_Grid_1_2023_spring"
"Junonia_grisea",1,1,0,1,1,0,"specialist","specialist","generalist","Upper_Grid_1_2023_spring"
"Listrus_sp._1",18,18,0,4,4,0,"generalist","generalist","generalist","Upper_Grid_1_2023_spring"
"Malachius_sp.",11,11,0,4,4,0,"generalist","generalist","generalist","Upper_Grid_1_2023_spring"
"Muscidae",1,1,0,1,1,0,"specialist","specialist","generalist","Upper_Grid_1_2023_spring"
"Nomada_hesperia",2,2,0,1,1,0,"specialist","specialist","generalist","Upper_Grid_1_2023_spring"
"Panurginus_sp.",25,25,0,2,2,0,"generalist","generalist","generalist","Upper_Grid_1_2023_spring"
"Syrphidae",1,1,0,1,1,0,"specialist","specialist","generalist","Upper_Grid_1_2023_spring"
"Acmaeodera_sp.",1,1,0,1,1,0,"specialist","specialist","generalist","Upper_Grid_2_2023_spring"
"Andrena_pensilis",1,1,0,1,1,0,"specialist","specialist","generalist","Upper_Grid_2_2023_spring"
"Anthophora_californica",6,0,6,1,0,1,"specialist","generalist","specialist","Upper_Grid_2_2023_spring"
"Anthophora_edwardsii",1,0,1,1,0,1,"specialist","generalist","specialist","Upper_Grid_2_2023_spring"
"Anthrenus_sp.",1,1,0,1,1,0,"specialist","specialist","generalist","Upper_Grid_2_2023_spring"
"Apis_mellifera",168,0,168,1,0,1,"specialist","generalist","specialist","Upper_Grid_2_2023_spring"
"Autographa_californica",1,0,1,1,0,1,"specialist","generalist","specialist","Upper_Grid_2_2023_spring"
"Bombus_californicus",10,4,6,2,1,1,"generalist","specialist","specialist","Upper_Grid_2_2023_spring"
"Bombus_crotchii",2,0,2,1,0,1,"specialist","generalist","specialist","Upper_Grid_2_2023_spring"
"Bombus_melanopygus",7,0,7,1,0,1,"specialist","generalist","specialist","Upper_Grid_2_2023_spring"
"Bombus_sp.",1,0,1,1,0,1,"specialist","generalist","specialist","Upper_Grid_2_2023_spring"
"Bombus_vosnesenskii",16,5,11,3,2,1,"generalist","generalist","specialist","Upper_Grid_2_2023_spring"
"Braconidae",3,0,3,1,0,1,"specialist","generalist","specialist","Upper_Grid_2_2023_spring"
"Chrysoperla_sp.",2,0,2,1,0,1,"specialist","generalist","specialist","Upper_Grid_2_2023_spring"
"Elateridae",1,1,0,1,1,0,"specialist","specialist","generalist","Upper_Grid_2_2023_spring"
"Eucera_actuosa",1,0,1,1,0,1,"specialist","generalist","specialist","Upper_Grid_2_2023_spring"
"Euopeodes_fumipennis",1,0,1,1,0,1,"specialist","generalist","specialist","Upper_Grid_2_2023_spring"
"Hippodamia_convergens",13,3,10,2,1,1,"generalist","specialist","specialist","Upper_Grid_2_2023_spring"
"Listrus_sp._1",106,106,0,7,7,0,"generalist","generalist","generalist","Upper_Grid_2_2023_spring"
"Muscidae",1,0,1,1,0,1,"specialist","generalist","specialist","Upper_Grid_2_2023_spring"
"Osmia_sanctaerosae",4,0,4,1,0,1,"specialist","generalist","specialist","Upper_Grid_2_2023_spring"
"Scaeva_affinis",7,0,7,1,0,1,"specialist","generalist","specialist","Upper_Grid_2_2023_spring"
"Sphex_sp.",1,0,1,1,0,1,"specialist","generalist","specialist","Upper_Grid_2_2023_spring"
"Syrphidae",1,1,0,1,1,0,"specialist","specialist","generalist","Upper_Grid_2_2023_spring"
"Thysanoptera",1,1,0,1,1,0,"specialist","specialist","generalist","Upper_Grid_2_2023_spring"
"Trichodes_ornatus",1,1,0,1,1,0,"specialist","specialist","generalist","Upper_Grid_2_2023_spring"
"Anthophora_californica",2,0,2,1,0,1,"specialist","generalist","specialist","Upper_Grid_2_2024_spring"
"Apis_mellifera",26,0,26,1,0,1,"specialist","generalist","specialist","Upper_Grid_2_2024_spring"
"Bombus_californicus",1,0,1,1,0,1,"specialist","generalist","specialist","Upper_Grid_2_2024_spring"
"Bombus_crotchii",1,0,1,1,0,1,"specialist","generalist","specialist","Upper_Grid_2_2024_spring"
"Bombus_melanopygus",16,1,15,2,1,1,"generalist","specialist","specialist","Upper_Grid_2_2024_spring"
"Bombus_vosnesenskii",3,1,2,2,1,1,"generalist","specialist","specialist","Upper_Grid_2_2024_spring"
"Chrysoperla_sp.",1,0,1,1,0,1,"specialist","generalist","specialist","Upper_Grid_2_2024_spring"
"Coenonympha_californica",1,1,0,1,1,0,"specialist","specialist","generalist","Upper_Grid_2_2024_spring"
"Eucera_actuosa",15,1,14,2,1,1,"generalist","specialist","specialist","Upper_Grid_2_2024_spring"
"Lasiglossum (Hemihalictus sp.)",1,0,1,1,0,1,"specialist","generalist","specialist","Upper_Grid_2_2024_spring"
"Listrus_sp._1",125,125,0,5,5,0,"generalist","generalist","generalist","Upper_Grid_2_2024_spring"
"Listrus_sp._2",1,1,0,1,1,0,"specialist","specialist","generalist","Upper_Grid_2_2024_spring"
"Muscidae",9,0,9,1,0,1,"specialist","generalist","specialist","Upper_Grid_2_2024_spring"
"Osmia_cara",6,5,1,2,1,1,"generalist","specialist","specialist","Upper_Grid_2_2024_spring"
"white_moth_Lepidoptera",1,1,0,1,1,0,"specialist","specialist","generalist","Upper_Grid_2_2024_spring"
"Acmaeodera_sp.",3,3,0,1,1,0,"specialist","specialist","generalist","Upper_Seep_2023_spring"
"Anthophora_californica",8,3,5,2,1,1,"generalist","specialist","specialist","Upper_Seep_2023_spring"
"Anthrenus_sp.",1,1,0,1,1,0,"specialist","specialist","generalist","Upper_Seep_2023_spring"
"Apis_mellifera",88,0,88,1,0,1,"specialist","generalist","specialist","Upper_Seep_2023_spring"
"Bombus_californicus",6,0,6,1,0,1,"specialist","generalist","specialist","Upper_Seep_2023_spring"
"Bombus_crotchii",1,0,1,1,0,1,"specialist","generalist","specialist","Upper_Seep_2023_spring"
"Bombus_melanopygus",9,0,9,1,0,1,"specialist","generalist","specialist","Upper_Seep_2023_spring"
"Bombus_sp.",4,1,3,2,1,1,"generalist","specialist","specialist","Upper_Seep_2023_spring"
"Bombus_vosnesenskii",13,0,13,1,0,1,"specialist","generalist","specialist","Upper_Seep_2023_spring"
"Braconidae",2,1,1,2,1,1,"generalist","specialist","specialist","Upper_Seep_2023_spring"
"Conophorus_fenestratus",1,1,0,1,1,0,"specialist","specialist","generalist","Upper_Seep_2023_spring"
"Eristalis_hirta",1,1,0,1,1,0,"specialist","specialist","generalist","Upper_Seep_2023_spring"
"Eucera_actuosa",5,3,2,2,1,1,"generalist","specialist","specialist","Upper_Seep_2023_spring"
"Eucera_frater_albopilosa",2,0,2,1,0,1,"specialist","generalist","specialist","Upper_Seep_2023_spring"
"Halictus_tripartitus",1,1,0,1,1,0,"specialist","specialist","generalist","Upper_Seep_2023_spring"
"Hippodamia_convergens",2,0,2,1,0,1,"specialist","generalist","specialist","Upper_Seep_2023_spring"
"Lasioglossum_incompletum",1,1,0,1,1,0,"specialist","specialist","generalist","Upper_Seep_2023_spring"
"Listrus_sp._1",6,6,0,3,3,0,"generalist","generalist","generalist","Upper_Seep_2023_spring"
"Muscidae",1,0,1,1,0,1,"specialist","generalist","specialist","Upper_Seep_2023_spring"
"Osmia_sanctaerosae",2,0,2,1,0,1,"specialist","generalist","specialist","Upper_Seep_2023_spring"
"Osmia_sp.",1,1,0,1,1,0,"specialist","specialist","generalist","Upper_Seep_2023_spring"
"Panurginus_sp.",1,1,0,1,1,0,"specialist","specialist","generalist","Upper_Seep_2023_spring"
"Scaeva_affinis",3,0,3,1,0,1,"specialist","generalist","specialist","Upper_Seep_2023_spring"
"Scathophaga_stercoraria",1,0,1,1,0,1,"specialist","generalist","specialist","Upper_Seep_2023_spring"
"Agapostemon_subtilior",3,2,1,2,1,1,"generalist","specialist","specialist","Vineyard_2022_summer"
"Andrena_novo_sp.",1,1,0,1,1,0,"specialist","specialist","generalist","Vineyard_2022_summer"
"Apis_mellifera",100,11,89,3,2,1,"generalist","generalist","specialist","Vineyard_2022_summer"
"Bombus_crotchii",2,2,0,1,1,0,"specialist","specialist","generalist","Vineyard_2022_summer"
"Bombus_vosnesenskii",256,25,231,7,6,1,"generalist","generalist","specialist","Vineyard_2022_summer"
"Chrysochus_colbaltinus",4,4,0,1,1,0,"specialist","specialist","generalist","Vineyard_2022_summer"
"Danaus_plexippus",2,1,1,2,1,1,"generalist","specialist","specialist","Vineyard_2022_summer"
"Dianthidium_dubium",8,7,1,2,1,1,"generalist","specialist","specialist","Vineyard_2022_summer"
"Eristalis_stipador",1,1,0,1,1,0,"specialist","specialist","generalist","Vineyard_2022_summer"
"Erynnis_tristus",2,1,1,2,1,1,"generalist","specialist","specialist","Vineyard_2022_summer"
"Euodyneras_hidalgo",1,1,0,1,1,0,"specialist","specialist","generalist","Vineyard_2022_summer"
"Halictus_ligatus",5,1,4,2,1,1,"generalist","specialist","specialist","Vineyard_2022_summer"
"Halictus_tripartitus",4,3,1,2,1,1,"generalist","specialist","specialist","Vineyard_2022_summer"
"Heliopetes_ericetorum",2,0,2,1,0,1,"specialist","generalist","specialist","Vineyard_2022_summer"
"Icaricia_acmon",2,2,0,1,1,0,"specialist","specialist","generalist","Vineyard_2022_summer"
"Junonia_grisea",7,5,2,3,2,1,"generalist","generalist","specialist","Vineyard_2022_summer"
"Lasioglossum_helianthi",2,2,0,1,1,0,"specialist","specialist","generalist","Vineyard_2022_summer"
"Lasioglossum_incompletum",6,6,0,3,3,0,"generalist","generalist","generalist","Vineyard_2022_summer"
"Megachile_apicalis",13,0,13,1,0,1,"specialist","generalist","specialist","Vineyard_2022_summer"
"Megachile_montivaga",2,1,1,2,1,1,"generalist","specialist","specialist","Vineyard_2022_summer"
"Melissodes_lupina",9,8,1,3,2,1,"generalist","generalist","specialist","Vineyard_2022_summer"
"Nemognatha_scutellaris",1,1,0,1,1,0,"specialist","specialist","generalist","Vineyard_2022_summer"
"Panurginus_sp.",1,0,1,1,0,1,"specialist","generalist","specialist","Vineyard_2022_summer"
"Sphex_ichneumoneus",1,1,0,1,1,0,"specialist","specialist","generalist","Vineyard_2022_summer"
"Strymon_melinus",3,3,0,1,1,0,"specialist","specialist","generalist","Vineyard_2022_summer"
"Villa_sp.",1,0,1,1,0,1,"specialist","generalist","specialist","Vineyard_2022_summer"
"Zerene_eurydice",1,1,0,1,1,0,"specialist","specialist","generalist","Vineyard_2022_summer"
"Apis_mellifera",4,0,4,1,0,1,"specialist","generalist","specialist","Vineyard_2023_summer"
"Bombus_californicus",3,1,2,2,1,1,"generalist","specialist","specialist","Vineyard_2023_summer"
"Bombus_crotchii",1,1,0,1,1,0,"specialist","specialist","generalist","Vineyard_2023_summer"
"Bombus_vosnesenskii",2,1,1,2,1,1,"generalist","specialist","specialist","Vineyard_2023_summer"
"Diadasia_sp.",2,2,0,1,1,0,"specialist","specialist","generalist","Vineyard_2023_summer"
"Eucera_frater_albopilosa",1,1,0,1,1,0,"specialist","specialist","generalist","Vineyard_2023_summer"
"Megachile_apicalis",1,0,1,1,0,1,"specialist","generalist","specialist","Vineyard_2023_summer"
"Melissodes_lupina",1,1,0,1,1,0,"specialist","specialist","generalist","Vineyard_2023_summer"
"Trichodes_ornatus",1,1,0,1,1,0,"specialist","specialist","generalist","Vineyard_2023_summer"
"Agapostemon_subtilior",14,4,10,2,1,1,"generalist","specialist","specialist","Vineyard_2024_summer"
"Anastrangalia_laetifca",1,1,0,1,1,0,"specialist","specialist","generalist","Vineyard_2024_summer"
"Apis_mellifera",49,41,8,4,3,1,"generalist","generalist","specialist","Vineyard_2024_summer"
"Bombus_vosnesenskii",32,29,3,3,2,1,"generalist","generalist","specialist","Vineyard_2024_summer"
"Colias_eurytheme",1,1,0,1,1,0,"specialist","specialist","generalist","Vineyard_2024_summer"
"Danaus_plexippus",1,1,0,1,1,0,"specialist","specialist","generalist","Vineyard_2024_summer"
"Dianthidium_dubium",4,4,0,3,3,0,"generalist","generalist","generalist","Vineyard_2024_summer"
"Eristalis_hirta",1,1,0,1,1,0,"specialist","specialist","generalist","Vineyard_2024_summer"
"Halictus_ligatus",4,4,0,2,2,0,"generalist","generalist","generalist","Vineyard_2024_summer"
"Lasioglossum_titusi",1,0,1,1,0,1,"specialist","generalist","specialist","Vineyard_2024_summer"
"Megachile_apicalis",11,0,11,1,0,1,"specialist","generalist","specialist","Vineyard_2024_summer"
"Melissodes_lupina",6,5,1,2,1,1,"generalist","specialist","specialist","Vineyard_2024_summer"
"Melissodes_robustior",4,4,0,1,1,0,"specialist","specialist","generalist","Vineyard_2024_summer"
"Nemognatha_scutellaris",3,3,0,1,1,0,"specialist","specialist","generalist","Vineyard_2024_summer"
"Polistes_aurifer",5,3,2,3,1,2,"generalist","specialist","generalist","Vineyard_2024_summer"
"Sphaerophoria_sp.",1,1,0,1,1,0,"specialist","specialist","generalist","Vineyard_2024_summer"
"Sphex_ashmeadi",2,2,0,1,1,0,"specialist","specialist","generalist","Vineyard_2024_summer"
"Tachinidae",1,1,0,1,1,0,"specialist","specialist","generalist","Vineyard_2024_summer"
"Villa_sp.",2,0,2,1,0,1,"specialist","generalist","specialist","Vineyard_2024_summer"
"Xylocopa_tabiformis",1,1,0,1,1,0,"specialist","specialist","generalist","Vineyard_2024_summer"
